Category,Category_name,Exceedance Probability 1.5C (MAGICCv7.5.3),Exceedance Probability 2.0C (MAGICCv7.5.3),Exceedance Probability 2.5C (MAGICCv7.5.3),Exceedance Probability 3.0C (MAGICCv7.5.3),climate-models,exclude,harmonization,infilling,median peak warming (MAGICCv7.5.3),median warming in 2100 (MAGICCv7.5.3),median year of peak warming (MAGICCv7.5.3),model,model_scenario,p33 peak warming (MAGICCv7.5.3),p33 warming in 2100 (MAGICCv7.5.3),p33 year of peak warming (MAGICCv7.5.3),p67 peak warming (MAGICCv7.5.3),p67 warming in 2100 (MAGICCv7.5.3),p67 year of peak warming (MAGICCv7.5.3),permafrost,pipeline,region,scenario,unit,variable,1995-01-01 00:00:00,1996-01-01 00:00:00,1997-01-01 00:00:00,1998-01-01 00:00:00,1999-01-01 00:00:00,2000-01-01 00:00:00,2001-01-01 00:00:00,2002-01-01 00:00:00,2003-01-01 00:00:00,2004-01-01 00:00:00,2005-01-01 00:00:00,2006-01-01 00:00:00,2007-01-01 00:00:00,2008-01-01 00:00:00,2009-01-01 00:00:00,2010-01-01 00:00:00,2011-01-01 00:00:00,2012-01-01 00:00:00,2013-01-01 00:00:00,2014-01-01 00:00:00,2015-01-01 00:00:00,2016-01-01 00:00:00,2017-01-01 00:00:00,2018-01-01 00:00:00,2019-01-01 00:00:00,2020-01-01 00:00:00,2021-01-01 00:00:00,2022-01-01 00:00:00,2023-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,2026-01-01 00:00:00,2027-01-01 00:00:00,2028-01-01 00:00:00,2029-01-01 00:00:00,2030-01-01 00:00:00,2031-01-01 00:00:00,2032-01-01 00:00:00,2033-01-01 00:00:00,2034-01-01 00:00:00,2035-01-01 00:00:00,2036-01-01 00:00:00,2037-01-01 00:00:00,2038-01-01 00:00:00,2039-01-01 00:00:00,2040-01-01 00:00:00,2041-01-01 00:00:00,2042-01-01 00:00:00,2043-01-01 00:00:00,2044-01-01 00:00:00,2045-01-01 00:00:00,2046-01-01 00:00:00,2047-01-01 00:00:00,2048-01-01 00:00:00,2049-01-01 00:00:00,2050-01-01 00:00:00,2051-01-01 00:00:00,2052-01-01 00:00:00,2053-01-01 00:00:00,2054-01-01 00:00:00,2055-01-01 00:00:00,2056-01-01 00:00:00,2057-01-01 00:00:00,2058-01-01 00:00:00,2059-01-01 00:00:00,2060-01-01 00:00:00,2061-01-01 00:00:00,2062-01-01 00:00:00,2063-01-01 00:00:00,2064-01-01 00:00:00,2065-01-01 00:00:00,2066-01-01 00:00:00,2067-01-01 00:00:00,2068-01-01 00:00:00,2069-01-01 00:00:00,2070-01-01 00:00:00,2071-01-01 00:00:00,2072-01-01 00:00:00,2073-01-01 00:00:00,2074-01-01 00:00:00,2075-01-01 00:00:00,2076-01-01 00:00:00,2077-01-01 00:00:00,2078-01-01 00:00:00,2079-01-01 00:00:00,2080-01-01 00:00:00,2081-01-01 00:00:00,2082-01-01 00:00:00,2083-01-01 00:00:00,2084-01-01 00:00:00,2085-01-01 00:00:00,2086-01-01 00:00:00,2087-01-01 00:00:00,2088-01-01 00:00:00,2089-01-01 00:00:00,2090-01-01 00:00:00,2091-01-01 00:00:00,2092-01-01 00:00:00,2093-01-01 00:00:00,2094-01-01 00:00:00,2095-01-01 00:00:00,2096-01-01 00:00:00,2097-01-01 00:00:00,2098-01-01 00:00:00,2099-01-01 00:00:00,2100-01-01 00:00:00,2105-01-01 00:00:00
C7,C7: Below 4.0°C,1.0,0.985,0.8383333333333334,0.5483333333333333,openscm_runner (version: 0.9.1),False,aneris (version: 0.2.0+41.g6ddf6e5),silicone (version: 1.2.1),3.077110425154907,3.077110425154907,2100,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0CD-LINKS_INDCi,2.811283869965569,2.811283869965569,2100,3.345907514194689,3.345907514194689,2100,True,climate-assessment (version: 0.1.3-fgd+3.g51e0732),World,CD-LINKS_INDCi,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,,,,,,,,,,,,,,,,32890.3978,33450.42374515392,34010.36996057942,34570.23644627652,35130.0232022452,35689.73022848549,36098.70713228861,36507.62567280215,36916.48585002609,37325.28766396042,37734.03111460518,37821.7863124377,37909.52867995879,37997.25821716844,38084.97492406669,38172.6788006535,38435.79542380245,38698.8743187311,38961.91548543941,39224.91892392741,39487.88463419506,39846.40513340549,40204.8743322665,40563.29223077805,40921.6588289402,41279.97412675291,41603.44273424277,41926.8649833517,42250.2408740797,42573.57040642674,42896.85358039284,43160.45183059253,43424.01219584985,43687.53467616481,43951.01927153739,44214.4659819676,44387.75038073119,44561.00970396755,44734.24395167672,44907.45312385866,45080.63722051339,45239.76063886064,45398.86097727472,45557.93823575562,45716.99241430334,45876.0235129179,45928.44294198267,45980.85445136009,46033.25804105016,46085.65371105289,46138.04146136827,46148.12411979426,46158.20487665942,46168.28373196379,46178.36068570734,46188.43573789005,46198.50888851198,46208.58013757308,46218.64948507336,46228.71693101283,46238.78247539149,46312.09997986355,46385.40657648124,46458.70226524461,46531.98704615363,46605.26091920831,46678.52388440866,46751.77594175468,46825.01709124634,46898.24733288367,46971.46666666667,46763.89666666667,46556.32666666667,46348.75666666668,46141.18666666668,45933.61666666667,45726.04666666668,45518.47666666667,45310.90666666667,45103.33666666667,44895.76666666667,44682.18333333333,44468.6,44255.01666666667,44041.43333333333,43827.85,43614.26666666666,43400.68333333333,43187.1,42973.51666666666,42759.93333333333,
C7,C7: Below 4.0°C,1.0,1.0,0.9716666666666668,0.8033333333333333,openscm_runner (version: 0.9.1),False,aneris (version: 0.2.0+41.g6ddf6e5),silicone (version: 1.2.1),3.543475019547414,3.543475019547414,2100,IMAGE_3_0_1,IMAGE_3_0_1CD-LINKS_NPi,3.259760976893165,3.259760976893165,2100,3.856953038096998,3.856953038096998,2100,True,climate-assessment (version: 0.1.3-fgd+3.g51e0732),World,CD-LINKS_NPi,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,,,,,,,,,,,,,,,,3243.438262,3135.115131557143,3026.792001114286,2918.468870671429,2810.145740228571,2701.822609785714,2764.29281267619,2826.763015566667,2889.233218457142,2951.703421347619,3014.173624238095,3031.470493795238,3048.767363352381,3066.064232909524,3083.361102466667,3100.65797202381,3111.941508247619,3123.225044471429,3134.508580695239,3145.792116919048,3157.075653142857,3357.779189366667,3558.482725590477,3759.186261814286,3959.889798038096,4160.593334261905,3907.290203819047,3653.987073376191,3400.683942933334,3147.380812490476,2894.077682047619,2566.854551604762,2239.631421161905,1912.408290719047,1585.18516027619,1257.962029833333,1131.085566057143,1004.209102280952,877.3326385047617,750.4561747285711,623.5797109523805,518.1899138428568,412.800116733333,307.4103196238092,202.0205225142853,96.63072540476144,-8.759071704762277,-114.1488688142861,-219.5386659238099,-324.9284630333337,-430.3182601428575,-474.6580572523813,-518.9978543619051,-563.3376514714289,-607.6774485809528,-652.0172456904766,-696.3570428000004,-740.6968399095242,-785.0366370190479,-829.3764341285718,-873.7162312380956,-855.3193616809526,-836.9224921238099,-818.525622566667,-800.1287530095242,-781.7318834523812,-763.3350138952385,-744.9381443380955,-726.5412747809528,-708.1444052238098,-689.747535666667,-750.2939994428575,-810.8404632190479,-871.3869269952385,-931.9333907714288,-992.4798545476194,-1053.02631832381,-1113.5727821,-1174.119245876191,-1234.665709652381,-1295.212173428572,-1340.358637204762,-1385.505100980953,-1430.651564757143,-1475.798028533334,-1520.944492309524,-1566.090956085715,-1611.237419861905,-1656.383883638096,-1701.530347414286,-1746.676811190476,
C7,C7: Below 4.0°C,1.0,1.0,0.9716666666666668,0.8033333333333333,openscm_runner (version: 0.9.1),False,aneris (version: 0.2.0+41.g6ddf6e5),silicone (version: 1.2.1),3.543475019547414,3.543475019547414,2100,IMAGE_3_0_1,IMAGE_3_0_1CD-LINKS_NPi,3.259760976893165,3.259760976893165,2100,3.856953038096998,3.856953038096998,2100,True,climate-assessment (version: 0.1.3-fgd+3.g51e0732),World,CD-LINKS_NPi,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,,,,,,,,,,,,,,,,32890.3978,33428.09452556069,33965.71468717828,34503.25828485277,35040.72531858416,35578.11578837246,35976.93446766878,36375.69622551834,36774.40106192111,37173.04897687709,37571.63997038631,37980.04201059836,38388.38572931337,38796.67112653132,39204.89820225223,39613.06695647608,39907.36792976245,40201.62673437058,40495.84337030042,40790.017837552,41084.1501361253,41433.43225052559,41782.66436014536,42131.8464649846,42480.97856504332,42830.06066032151,43143.85598169178,43457.60630293882,43771.31162406265,44084.97194506326,44398.58726594065,44801.43159209308,45204.21823408478,45606.94719191574,46009.61846558596,46412.23205509546,46809.20112811874,47206.11331103965,47602.96860385819,47999.76700657436,48396.50851918815,48749.06550049776,49101.57186581089,49454.02761512751,49806.43274844762,50158.78726577125,50511.09116709838,50863.34445242902,51215.54712176313,51567.69917510077,51919.8006124419,52286.86839857007,52653.88343205787,53020.8457129053,53387.75524111234,53754.61201667898,54121.41603960527,54488.16730989118,54854.86582753669,55221.51159254183,55588.10460490659,55992.7292662534,56397.29575237706,56801.8040632776,57206.25419895498,57610.64615940921,58014.97994464033,58419.25555464829,58823.47298943312,59227.6322489948,59631.73333333334,60040.38333333335,60449.03333333335,60857.68333333335,61266.33333333336,61674.98333333334,62083.63333333335,62492.28333333336,62900.93333333335,63309.58333333334,63718.23333333334,64111.22666666668,64504.22000000002,64897.21333333335,65290.20666666668,65683.20000000001,66076.19333333334,66469.18666666668,66862.18000000001,67255.17333333334,67648.16666666667,
C3,C3: Likely below 2°C,0.845,0.26,0.0366666666666666,0.0033333333333333,openscm_runner (version: 0.9.1),False,aneris (version: 0.2.0+41.g6ddf6e5),silicone (version: 1.2.1),1.787203290482373,1.504309109280514,2048,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0PEP_2C_red_goodpractice,1.661056742925213,1.353808005945906,2048,1.928711641825762,1.669983158753914,2049,True,climate-assessment (version: 0.1.3-fgd+3.g51e0732),World,PEP_2C_red_goodpractice,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,,,,,,,,,,,,,,,,3243.438262,3373.595131557143,3503.752001114286,3633.908870671429,3764.065740228572,3894.222609785714,3934.766146009525,3975.309682233335,4015.853218457144,4056.396754680954,4096.940290904763,4014.797160461906,3932.654030019049,3850.510899576191,3768.367769133333,3686.224638690476,3320.501508247618,2954.778377804762,2589.055247361905,2223.332116919048,1857.60898647619,1336.7125227,815.8160589238094,294.9195951476187,-225.9768686285718,-746.8733324047623,-1043.51646284762,-1340.159593290477,-1636.802723733334,-1933.445854176191,-2230.088984619048,-2386.152115061905,-2542.215245504763,-2698.27837594762,-2854.341506390477,-3010.404636833334,-3245.741100609524,-3481.077564385715,-3716.414028161906,-3951.750491938096,-4187.086955714287,-4343.516752823811,-4499.946549933335,-4656.376347042859,-4812.806144152382,-4969.235941261907,-4843.40573837143,-4717.575535480953,-4591.745332590478,-4465.915129700001,-4340.084926809524,-4205.234723919049,-4070.384521028572,-3935.534318138096,-3800.68411524762,-3665.833912357143,-3530.983709466668,-3396.133506576191,-3261.283303685715,-3126.433100795238,-2991.582897904762,-2883.682695014286,-2775.78249212381,-2667.882289233334,-2559.982086342858,-2452.081883452381,-2344.181680561905,-2236.281477671429,-2128.381274780953,-2020.481071890476,-1912.580869,-1856.013999442858,-1799.447129885715,-1742.880260328572,-1686.313390771429,-1629.746521214286,-1573.179651657143,-1516.6127821,-1460.045912542858,-1403.479042985715,-1346.912173428572,-1317.038637204762,-1287.165100980953,-1257.291564757143,-1227.418028533334,-1197.544492309524,-1167.670956085715,-1137.797419861905,-1107.923883638096,-1078.050347414286,-1048.176811190476,
C3,C3: Likely below 2°C,0.845,0.26,0.0366666666666666,0.0033333333333333,openscm_runner (version: 0.9.1),False,aneris (version: 0.2.0+41.g6ddf6e5),silicone (version: 1.2.1),1.787203290482373,1.504309109280514,2048,REMIND-MAgPIE_1_7-3_0,REMIND-MAgPIE_1_7-3_0PEP_2C_red_goodpractice,1.661056742925213,1.353808005945906,2048,1.928711641825762,1.669983158753914,2049,True,climate-assessment (version: 0.1.3-fgd+3.g51e0732),World,PEP_2C_red_goodpractice,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,,,,,,,,,,,,,,,,32890.3978,33585.13600065366,34279.77537238567,34974.31591519605,35668.75762908478,36363.10051405188,36724.36668499049,37085.58125258372,37446.74421683156,37807.85557773402,38168.9153352911,37878.1957423079,37587.51701198592,37296.87914432516,37006.28213932562,36715.72599698731,36348.4298206761,35981.18540443231,35613.99274825596,35246.85185214703,34879.76271610552,33410.57820421807,31941.60193413601,30472.83390585933,29004.27411938804,27535.92257472214,25666.49205768617,23797.32677703931,21928.42673278158,20059.79192491296,18191.42235343346,16443.9188164099,14696.66338083187,12949.65604669936,11202.89681401237,9456.385682770908,8498.748142288072,7541.246615644107,6583.881102839013,5626.651603872791,4669.558118745439,4213.105833511139,3756.718399859103,3300.395817789325,2844.138087301809,2387.945208396555,2016.074322555475,1644.256304284275,1272.491153582953,900.7788704515104,529.1194548899475,335.5135065818962,141.9350995612365,-51.61576617203161,-245.139090617908,-438.6348737763928,-632.103115647486,-825.5438162311874,-1018.956975527497,-1212.342593536415,-1405.700670257942,-1482.062927876778,-1558.414298537548,-1634.754782240253,-1711.084378984891,-1787.403088771463,-1863.710911599969,-1940.007847470409,-2016.293896382783,-2092.569058337091,-2168.833333333333,-2164.36,-2159.886666666667,-2155.413333333333,-2150.94,-2146.466666666667,-2141.993333333334,-2137.52,-2133.046666666667,-2128.573333333334,-2124.1,-2167.733333333334,-2211.366666666667,-2255.0,-2298.633333333334,-2342.266666666668,-2385.900000000001,-2429.533333333334,-2473.166666666667,-2516.8,-2560.433333333334,
C2,C2: Below 1.5°C with high OS,0.7383333333333333,0.1566666666666666,0.0133333333333333,0.0033333333333333,openscm_runner (version: 0.9.1),False,aneris (version: 0.2.0+41.g6ddf6e5),silicone (version: 1.2.1),1.66693941037352,1.344278203526677,2048,C-ROADS-5_005,C-ROADS-5_005Ratchet-1.5-limCDR,1.553147414377592,1.199027178927946,2048,1.80662912965907,1.514876838026348,2049,True,climate-assessment (version: 0.1.3-fgd+3.g51e0732),World,Ratchet-1.5-limCDR,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,,,,,,,,,,,,,,,,3243.438262,3266.455131557143,3289.472001114286,3312.488870671429,3335.505740228571,3358.522609785714,3137.119479342857,2915.7163489,2694.313218457143,2472.910088014286,2251.506957571428,1986.397160461905,1721.287363352381,1456.177566242857,1191.067769133333,925.9579720238088,414.0081749142852,-97.9416221952386,-609.8914193047626,-1121.841216414286,-1633.79101352381,-2065.147477300001,-2496.503941076191,-2927.860404852382,-3359.216868628572,-3790.573332404763,-4161.063129514287,-4531.552926623811,-4902.042723733334,-5272.532520842858,-5643.022317952382,-5965.038781728573,-6287.055245504763,-6609.071709280954,-6931.088173057144,-7253.104636833334,-7534.054433942859,-7815.004231052383,-8095.954028161906,-8376.90382527143,-8657.853622380953,-8869.35675282381,-9080.859883266668,-9292.363013709528,-9503.866144152384,-9715.36927459524,-9821.932405038096,-9928.495535480954,-10035.05866592381,-10141.62179636667,-10248.18492680953,-10269.53472391905,-10290.88452102857,-10312.2343181381,-10333.58411524762,-10354.93391235714,-10309.18370946667,-10263.43350657619,-10217.68330368572,-10171.93310079524,-10126.18289790476,-10029.39269501429,-9932.602492123811,-9835.812289233336,-9739.02208634286,-9642.23188345238,-9508.261680561904,-9374.291477671431,-9240.321274780954,-9106.351071890476,-8972.380869,-8813.257332776191,-8654.133796552382,-8495.010260328574,-8335.886724104763,-8176.763187880953,-8002.239651657144,-7827.716115433335,-7653.192579209525,-7478.669042985715,-7304.145506761905,-7122.508637204763,-6940.87176764762,-6759.234898090478,-6577.598028533334,-6395.961158976191,-6213.590956085715,-6031.220753195239,-5848.850550304763,-5666.480347414287,-5484.11014452381,
C2,C2: Below 1.5°C with high OS,0.7383333333333333,0.1566666666666666,0.0133333333333333,0.0033333333333333,openscm_runner (version: 0.9.1),False,aneris (version: 0.2.0+41.g6ddf6e5),silicone (version: 1.2.1),1.66693941037352,1.344278203526677,2048,C-ROADS-5_005,C-ROADS-5_005Ratchet-1.5-limCDR,1.553147414377592,1.199027178927946,2048,1.80662912965907,1.514876838026348,2049,True,climate-assessment (version: 0.1.3-fgd+3.g51e0732),World,Ratchet-1.5-limCDR,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,,,,,,,,,,,,,,,,32890.3978,33459.63546940855,34028.79210307165,34597.86770098929,35166.86226316149,35735.77578958822,35832.32482420313,35928.85980607467,36025.38073520283,36121.8876115876,36218.380435229,36318.76220845486,36419.12937518613,36519.48193542278,36619.81988916484,36720.14323641228,35238.38270625035,33756.8321104919,32275.49144913692,30794.36072218542,29313.43992963738,28010.88879747576,26708.52230477953,25406.34045154869,24104.34323778325,22802.53066348321,21699.74403752414,20597.11380971795,19494.63998006462,18392.32254856417,17290.16151521658,16378.91204476901,15467.79187000865,14556.80099093548,13645.93940754952,12735.20711985077,12026.09764631491,11317.08883012455,10608.18067127969,9899.37316978032,9190.666325626453,8637.333587376657,8084.079429560278,7530.903852177309,6977.80685522775,6424.788438711604,6029.490996369225,5634.249712759673,5239.064587882945,4843.935621739043,4448.862814327969,4158.781337657934,3868.741089333897,3578.742069355857,3288.784277723813,2998.867714437765,2782.986101547729,2567.135185282258,2351.314965641353,2135.525442625014,1919.766616233242,1783.436025108542,1647.124825724888,1510.833018082281,1374.56060218072,1238.307578020205,1149.607486385434,1060.920016099361,972.245167161987,883.5829395733108,794.9333333333334,726.6600000000001,658.3866666666668,590.1133333333335,521.8400000000001,453.5666666666667,402.0866666666668,350.6066666666668,299.1266666666667,247.6466666666667,196.1666666666667,165.5133333333334,134.86,104.2066666666667,73.55333333333334,42.90000000000001,36.74000000000001,30.58000000000001,24.42000000000001,18.26,12.1,
C8,C8: Above 4.0°C,1.0,1.0,1.0,0.995,openscm_runner (version: 0.9.1),False,aneris (version: 0.2.0+41.g6ddf6e5),silicone (version: 1.2.1),4.485424738571956,4.485424738571956,2100,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0SSP3-Baseline,4.143174328820113,4.143174328820113,2100,4.872006746442308,4.872006746442308,2100,True,climate-assessment (version: 0.1.3-fgd+3.g51e0732),World,SSP3-Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,,,,,,,,,,,,,,,,3243.438262,3217.065131557143,3190.692001114286,3164.318870671429,3137.945740228572,3111.572609785714,3085.199479342857,3058.8263489,3032.453218457143,3006.080088014285,2979.706957571428,2994.840493795237,3009.974030019047,3025.107566242857,3040.241102466666,3055.374638690475,3070.508174914285,3085.641711138094,3100.775247361904,3115.908783585713,3131.042319809522,3145.075856033332,3159.109392257142,3173.142928480951,3187.176464704762,3201.210000928571,3215.243537152381,3229.27707337619,3243.3106096,3257.344145823809,3271.37768204762,3323.764551604762,3376.151421161905,3428.538290719048,3480.925160276191,3533.312029833334,3585.698899390477,3638.08576894762,3690.472638504762,3742.859508061905,3795.246377619048,3678.746580509525,3562.2467834,3445.746986290477,3329.247189180953,3212.747392071428,3096.247594961906,2979.747797852381,2863.248000742857,2746.748203633334,2630.248406523809,2535.748609414286,2441.248812304762,2346.749015195238,2252.249218085714,2157.749420976191,2063.249623866667,1968.749826757143,1874.250029647619,1779.750232538095,1685.250435428571,1651.250638319048,1617.250841209524,1583.2510441,1549.251246990476,1515.251449880952,1481.251652771428,1447.251855661905,1413.252058552381,1379.252261442857,1345.252464333333,1333.509333890476,1321.766203447619,1310.023073004762,1298.279942561905,1286.536812119048,1274.79368167619,1263.050551233333,1251.307420790476,1239.564290347619,1227.821159904762,1175.561362795238,1123.301565685714,1071.041768576191,1018.781971466667,966.522174357143,914.2623772476194,862.0025801380955,809.7427830285716,757.4829859190477,705.2231888095239,
C8,C8: Above 4.0°C,1.0,1.0,1.0,0.995,openscm_runner (version: 0.9.1),False,aneris (version: 0.2.0+41.g6ddf6e5),silicone (version: 1.2.1),4.485424738571956,4.485424738571956,2100,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0SSP3-Baseline,4.143174328820113,4.143174328820113,2100,4.872006746442308,4.872006746442308,2100,True,climate-assessment (version: 0.1.3-fgd+3.g51e0732),World,SSP3-Baseline,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,,,,,,,,,,,,,,,,32890.3978,34188.65132692012,35486.72045990604,36784.60519895778,38082.30554407532,39379.82149525866,40677.15305250781,41974.30021582278,43271.26298520355,44568.04136065013,45864.6353421625,46989.49693119941,48114.1984652357,49238.73994427141,50363.12136830654,51487.34273734107,52611.40405137501,53735.30531040837,54859.04651444114,55982.62766347332,57106.0487575049,58016.12155772032,58926.06457118611,59835.87779790231,60745.56123786888,61655.11489108583,62564.5387575532,63473.83283727092,64382.99713023904,65292.03163645756,66200.93635592645,66877.51798383112,67554.00281497669,68230.39084936313,68906.68208699045,69582.87652785864,70258.97417196773,70934.97501931767,71610.87906990851,72286.68632374023,72962.39678081282,73791.15282957687,74619.7903076657,75448.30921507925,76276.70955181755,77104.99131788059,77933.15451326841,78761.19913798095,79589.12519201823,80416.93267538027,81244.62158806708,82057.5054119529,82870.27275479076,83682.9236165806,84495.45799732249,85307.87589701638,86120.1773156623,86932.36225326023,87744.43070981014,88556.38268531211,89368.21817976607,90552.70937090214,91737.03100445756,92921.18308043246,94105.16559882674,95288.9785596404,96472.62196287353,97656.09580852604,98839.40009659796,100022.5348270893,101205.5,102505.2233333333,103804.9466666667,105104.67,106404.3933333333,107704.1166666667,109003.84,110303.5633333334,111603.2866666667,112903.01,114202.7333333333,115663.13,117123.5266666667,118583.9233333333,120044.32,121504.7166666667,122965.1133333333,124425.51,125885.9066666667,127346.3033333333,128806.7,
C4,C4: Below 2°C,0.8483333333333334,0.415,0.1283333333333333,0.0216666666666666,openscm_runner (version: 0.9.1),False,aneris (version: 0.2.0+41.g6ddf6e5),silicone (version: 1.2.1),1.898717545584372,1.898717545584372,2100,AIM_2_0,AIM_2_0SocioeconomicFactorCM_SSP2_Ref_2Degree,1.722712273557572,1.722712273557572,2100,2.084153258053987,2.084153258053987,2100,True,climate-assessment (version: 0.1.3-fgd+3.g51e0732),World,SocioeconomicFactorCM_SSP2_Ref_2Degree,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,,,,,,,,,,,,,,,,3243.438262,2997.761798223809,2752.085334447619,2506.408870671429,2260.732406895237,2015.055943119047,1876.739479342857,1738.423015566666,1600.106551790476,1461.790088014286,1323.473624238095,1068.777160461905,814.0806966857142,559.3842329095236,304.6877691333329,49.99130535714232,-51.29182508571472,-152.5749555285718,-253.858085971429,-355.1412164142862,-456.4243468571433,-572.6674773000004,-688.9106077428576,-805.1537381857148,-921.3968686285718,-1037.639999071429,-1047.843129514286,-1058.046259957144,-1068.2493904,-1078.452520842858,-1088.655651285715,-937.598781728572,-786.5419121714291,-635.4850426142862,-484.4281730571432,-333.3713035000004,-328.1011006095242,-322.830897719048,-317.5606948285719,-312.2904919380957,-307.0202890476194,-354.2567528238098,-401.4932166000004,-448.7296803761909,-495.9661441523813,-543.2026079285719,-662.965738371429,-782.7288688142862,-902.4919992571432,-1022.2551297,-1142.018260142858,-1215.508057252381,-1288.997854361905,-1362.487651471429,-1435.977448580953,-1509.467245690477,-1521.7970428,-1534.126839909525,-1546.456637019048,-1558.786434128572,-1571.116231238096,-1553.159361680953,-1535.20249212381,-1517.245622566667,-1499.288753009524,-1481.331883452381,-1509.355013895238,-1537.378144338096,-1565.401274780953,-1593.42440522381,-1621.447535666667,-1622.923999442858,-1624.400463219048,-1625.876926995239,-1627.353390771429,-1628.82985454762,-1638.959651657144,-1649.089448766667,-1659.219245876191,-1669.349042985715,-1679.478840095239,-1633.361970538096,-1587.245100980953,-1541.12823142381,-1495.011361866667,-1448.894492309524,-1431.450956085715,-1414.007419861905,-1396.563883638096,-1379.120347414286,-1361.676811190476,
C4,C4: Below 2°C,0.8483333333333334,0.415,0.1283333333333333,0.0216666666666666,openscm_runner (version: 0.9.1),False,aneris (version: 0.2.0+41.g6ddf6e5),silicone (version: 1.2.1),1.898717545584372,1.898717545584372,2100,AIM_2_0,AIM_2_0SocioeconomicFactorCM_SSP2_Ref_2Degree,1.722712273557572,1.722712273557572,2100,2.084153258053987,2.084153258053987,2100,True,climate-assessment (version: 0.1.3-fgd+3.g51e0732),World,SocioeconomicFactorCM_SSP2_Ref_2Degree,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,,,,,,,,,,,,,,,,32890.3978,33216.59333667434,33542.74229555688,33868.8446766476,34194.90047994653,34520.90970545366,34783.66548913763,35046.38365953079,35309.06421663312,35571.70716044462,35834.31249096531,35366.65056512346,34899.05462971074,34431.52468472712,33964.06073017263,33496.66276604727,32802.30079693428,32108.03704030289,31413.8714961531,30719.80416448489,30025.83504529828,29274.63806402048,28523.5474343225,27772.5631562043,27021.68522966591,26270.91365470733,25658.54723291423,25046.26752020461,24434.07451657848,23821.96822203582,23209.94863657665,22807.81702659403,22405.74231716192,22003.72450828031,21601.7635999492,21199.85959216859,20784.26593697974,20368.7311361429,19953.25518965805,19537.83809752521,19122.47985974437,18744.2168312959,18366.00739133872,17987.85153987282,17609.74927689821,17231.70060241489,17123.73973794641,17015.79405462003,16907.86355243575,16799.94823139356,16692.04809149349,16539.80984799586,16387.59309631469,16235.39783644997,16083.2240684017,15931.07179216988,15648.1306777018,15365.22967362914,15082.36877995188,14799.54799667004,14516.7673237836,14427.16384235271,14337.57297182238,14247.99471219262,14158.42906346342,14068.87602563477,14014.54562891758,13960.22282799551,13905.90762286856,13851.60001353672,13797.3,13754.84,13712.38,13669.92,13627.46,13585.0,13547.16,13509.32,13471.48,13433.64,13395.8,13386.92666666667,13378.05333333333,13369.18,13360.30666666667,13351.43333333333,13363.38666666667,13375.34,13387.29333333334,13399.24666666667,13411.2,
