Category,Category_name,Exceedance Probability 1.5C|MAGICCv7.5.1,Exceedance Probability 2.0C|MAGICCv7.5.1,Exceedance Probability 2.5C|MAGICCv7.5.1,Exceedance Probability 3.0C|MAGICCv7.5.1,climate-models,exclude,harmonization,infilling,median peak warming (MAGICCv7.5.1),median warming at peak (MAGICCv7.5.1),median warming in 2100 (MAGICCv7.5.1),median year of peak warming (MAGICCv7.5.1),model,model_scenario,p67 peak warming (MAGICCv7.5.1),p67 warming at peak (MAGICCv7.5.1),p67 warming in 2100 (MAGICCv7.5.1),p67 year of peak warming (MAGICCv7.5.1),permafrost,pipeline,region,scenario,unit,variable,year of peak median warming (MAGICCv7.5.1),year of peak p67 warming (MAGICCv7.5.1),1995-01-01 00:00:00,1996-01-01 00:00:00,1997-01-01 00:00:00,1998-01-01 00:00:00,1999-01-01 00:00:00,2000-01-01 00:00:00,2001-01-01 00:00:00,2002-01-01 00:00:00,2003-01-01 00:00:00,2004-01-01 00:00:00,2005-01-01 00:00:00,2006-01-01 00:00:00,2007-01-01 00:00:00,2008-01-01 00:00:00,2009-01-01 00:00:00,2010-01-01 00:00:00,2011-01-01 00:00:00,2012-01-01 00:00:00,2013-01-01 00:00:00,2014-01-01 00:00:00,2015-01-01 00:00:00,2016-01-01 00:00:00,2017-01-01 00:00:00,2018-01-01 00:00:00,2019-01-01 00:00:00,2020-01-01 00:00:00,2021-01-01 00:00:00,2022-01-01 00:00:00,2023-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,2026-01-01 00:00:00,2027-01-01 00:00:00,2028-01-01 00:00:00,2029-01-01 00:00:00,2030-01-01 00:00:00,2031-01-01 00:00:00,2032-01-01 00:00:00,2033-01-01 00:00:00,2034-01-01 00:00:00,2035-01-01 00:00:00,2036-01-01 00:00:00,2037-01-01 00:00:00,2038-01-01 00:00:00,2039-01-01 00:00:00,2040-01-01 00:00:00,2041-01-01 00:00:00,2042-01-01 00:00:00,2043-01-01 00:00:00,2044-01-01 00:00:00,2045-01-01 00:00:00,2046-01-01 00:00:00,2047-01-01 00:00:00,2048-01-01 00:00:00,2049-01-01 00:00:00,2050-01-01 00:00:00,2051-01-01 00:00:00,2052-01-01 00:00:00,2053-01-01 00:00:00,2054-01-01 00:00:00,2055-01-01 00:00:00,2056-01-01 00:00:00,2057-01-01 00:00:00,2058-01-01 00:00:00,2059-01-01 00:00:00,2060-01-01 00:00:00,2061-01-01 00:00:00,2062-01-01 00:00:00,2063-01-01 00:00:00,2064-01-01 00:00:00,2065-01-01 00:00:00,2066-01-01 00:00:00,2067-01-01 00:00:00,2068-01-01 00:00:00,2069-01-01 00:00:00,2070-01-01 00:00:00,2071-01-01 00:00:00,2072-01-01 00:00:00,2073-01-01 00:00:00,2074-01-01 00:00:00,2075-01-01 00:00:00,2076-01-01 00:00:00,2077-01-01 00:00:00,2078-01-01 00:00:00,2079-01-01 00:00:00,2080-01-01 00:00:00,2081-01-01 00:00:00,2082-01-01 00:00:00,2083-01-01 00:00:00,2084-01-01 00:00:00,2085-01-01 00:00:00,2086-01-01 00:00:00,2087-01-01 00:00:00,2088-01-01 00:00:00,2089-01-01 00:00:00,2090-01-01 00:00:00,2091-01-01 00:00:00,2092-01-01 00:00:00,2093-01-01 00:00:00,2094-01-01 00:00:00,2095-01-01 00:00:00,2096-01-01 00:00:00,2097-01-01 00:00:00,2098-01-01 00:00:00,2099-01-01 00:00:00,2100-01-01 00:00:00,2105-01-01 00:00:00
C4,C4: below 2°C,0.9166666666666666,0.4616666666666666,0.14,0.02666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.972698564479796,1.9683733856654189,1.9659773195362618,2100,AIM_2_0,AIM_2_0SSP4-34,2.14644326396999,2.14644326396999,2.14644326396999,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP4-34,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2095,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3814.773674896183,,,,,,,,,,2549.6461647557,,,,,,,,,,1872.208315653553,,,,,,,,,,1116.970191564187,,,,,,,,,,1237.774994443497,,,,,,,,,,601.5434769431221,,,,,,,,,,349.8,,,,,,,,,,-95.70000000000002,,,,,,,,,,-353.8333333333334,
C4,C4: below 2°C,0.9166666666666666,0.4616666666666666,0.14,0.02666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.972698564479796,1.9683733856654189,1.9659773195362618,2100,AIM_2_0,AIM_2_0SSP4-34,2.14644326396999,2.14644326396999,2.14644326396999,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP4-34,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2095,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,39325.52028524348,,,,,,,,,,37869.94182997048,,,,,,,,,,33358.35305577182,,,,,,,,,,28081.84898767832,,,,,,,,,,21506.4143020222,,,,,,,,,,16063.5140127495,,,,,,,,,,12172.23333333334,,,,,,,,,,9128.533333333333,,,,,,,,,,6681.033333333334,
C5,C5: below 2.5°C,0.995,0.84,0.4333333333333333,0.155,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),2.4406411129537444,2.4406411129537444,2.4406411129537444,2100,AIM_2_0,AIM_2_0SSP4-45,2.6419666330793867,2.6419666330793867,2.6419666330793867,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP4-45,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3814.773674896183,,,,,,,,,,3179.452135384615,,,,,,,,,,3168.633665729892,,,,,,,,,,2237.008046150672,,,,,,,,,,1875.533143754448,,,,,,,,,,925.2311573934688,,,,,,,,,,528.7333333333332,,,,,,,,,,15.4,,,,,,,,,,-323.7666666666667,
C5,C5: below 2.5°C,0.995,0.84,0.4333333333333333,0.155,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),2.4406411129537444,2.4406411129537444,2.4406411129537444,2100,AIM_2_0,AIM_2_0SSP4-45,2.6419666330793867,2.6419666330793867,2.6419666330793867,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP4-45,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,39325.52028524348,,,,,,,,,,41991.25685198668,,,,,,,,,,42228.75690806462,,,,,,,,,,38531.64409722597,,,,,,,,,,33546.39277524975,,,,,,,,,,29326.84812255466,,,,,,,,,,24721.40000000001,,,,,,,,,,20722.9,,,,,,,,,,17041.93333333333,
C7,C7: above 3.0°C,1.0,1.0,0.9816666666666668,0.8416666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.6527028792845644,3.6527028792845644,3.6527028792845644,2100,IMAGE_3_0_1,IMAGE_3_0_1ADVANCE_NoPolicy,3.972259865566123,3.972259865566123,3.972259865566123,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,ADVANCE_NoPolicy,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,4396.645586493611,,,,,,,,,,4797.982278814834,,,,,,,,,,4737.168795845318,,,,,,,,,,3667.220717436398,,,,,,,,,,935.4951044961164,,,,,,,,,,693.5653064516832,,,,,,,,,,561.0,,,,,,,,,,-134.5666666666667,,,,,,,,,,-627.7333333333332,
C7,C7: above 3.0°C,1.0,1.0,0.9816666666666668,0.8416666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.6527028792845644,3.6527028792845644,3.6527028792845644,2100,IMAGE_3_0_1,IMAGE_3_0_1ADVANCE_NoPolicy,3.972259865566123,3.972259865566123,3.972259865566123,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,ADVANCE_NoPolicy,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38813.50761011714,,,,,,,,,,43569.92257757635,,,,,,,,,,46924.72325627237,,,,,,,,,,50970.03881772397,,,,,,,,,,56202.23465676326,,,,,,,,,,60129.19400290505,,,,,,,,,,63453.13333333332,,,,,,,,,,67859.36666666668,,,,,,,,,,72958.96666666667,
C7,C7: above 3.0°C,1.0,0.9933333333333332,0.88,0.6066666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.170758678936346,3.170758678936346,3.170758678936346,2100,IMAGE_3_0_1,IMAGE_3_0_1ADVANCE_Reference,3.4537006014745937,3.4537006014745937,3.4537006014745937,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,ADVANCE_Reference,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,4092.950663494195,,,,,,,,,,3420.241262901528,,,,,,,,,,3037.396348128623,,,,,,,,,,1724.708321426542,,,,,,,,,,81.42336919969932,,,,,,,,,,-413.9192019918149,,,,,,,,,,-638.7333333333332,,,,,,,,,,-1109.166666666667,,,,,,,,,,-1461.533333333334,
C7,C7: above 3.0°C,1.0,0.9933333333333332,0.88,0.6066666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.170758678936346,3.170758678936346,3.170758678936346,2100,IMAGE_3_0_1,IMAGE_3_0_1ADVANCE_Reference,3.4537006014745937,3.4537006014745937,3.4537006014745937,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,ADVANCE_Reference,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,35858.56827208583,,,,,,,,,,38945.08349106805,,,,,,,,,,40216.56769354045,,,,,,,,,,42445.26399318055,,,,,,,,,,46397.94791003512,,,,,,,,,,50045.09704145656,,,,,,,,,,53027.33333333334,,,,,,,,,,56973.4,,,,,,,,,,61486.33333333334,
C2,C2: 1.5°C with high OS,0.6633333333333333,0.16,0.02666666666666667,0.005,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.618461457558264,1.6122333744656632,1.492628915699818,2050,POLES_EMF33,POLES_EMF33EMF33_Med2C_nobeccs,1.7487852851958001,1.7439945191099009,1.672110300036417,2050,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_nobeccs,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2050,2050,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,1893.367725338679,,,,,,,,,,-1512.052155590078,,,,,,,,,,-2099.464835246638,,,,,,,,,,-2274.160853865197,,,,,,,,,,-1945.773904308695,,,,,,,,,,-1631.3286196148,,,,,,,,,,-1487.933333333333,,,,,,,,,,-1888.333333333333,,,,,,,,,,-2376.733333333334,
C2,C2: 1.5°C with high OS,0.6633333333333333,0.16,0.02666666666666667,0.005,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.618461457558264,1.6122333744656632,1.492628915699818,2050,POLES_EMF33,POLES_EMF33EMF33_Med2C_nobeccs,1.7487852851958001,1.7439945191099009,1.672110300036417,2050,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_nobeccs,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2050,2050,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38367.06202576238,,,,,,,,,,27714.06757012673,,,,,,,,,,20130.35135780504,,,,,,,,,,14521.44454398101,,,,,,,,,,12123.33951493508,,,,,,,,,,10558.19372918589,,,,,,,,,,9672.666666666668,,,,,,,,,,8522.8,,,,,,,,,,7397.500000000001,
C3,C3: likely 2°C,0.7466666666666667,0.2133333333333333,0.04,0.006666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.7028366280582268,1.694942996687527,1.545048971268474,2059,POLES_EMF33,POLES_EMF33EMF33_Med2C_nofuel,1.8408550087359907,1.8389547852786008,1.7268729798732358,2060,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_nofuel,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2058,2060,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,1874.780587935187,,,,,,,,,,-1363.824439994989,,,,,,,,,,-2266.252514831036,,,,,,,,,,-2695.79409370801,,,,,,,,,,-2592.617923144074,,,,,,,,,,-2436.967204806481,,,,,,,,,,-2333.466666666667,,,,,,,,,,-2541.366666666667,,,,,,,,,,-2629.733333333334,
C3,C3: likely 2°C,0.7466666666666667,0.2133333333333333,0.04,0.006666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.7028366280582268,1.694942996687527,1.545048971268474,2059,POLES_EMF33,POLES_EMF33EMF33_Med2C_nofuel,1.8408550087359907,1.8389547852786008,1.7268729798732358,2060,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_nofuel,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2058,2060,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38372.95569684297,,,,,,,,,,31962.73590085217,,,,,,,,,,26775.98230593832,,,,,,,,,,20002.86446586689,,,,,,,,,,11842.77636134679,,,,,,,,,,7459.685132611125,,,,,,,,,,5009.400000000001,,,,,,,,,,3777.400000000001,,,,,,,,,,1661.366666666667,
C1,C1: 1.5°C with no or low OS,0.5966666666666667,0.075,0.001666666666666667,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.556748460650228,1.5564714823738408,1.227093176715665,2040,IMAGE_3_0_1,IMAGE_3_0_1CD-LINKS_NPi2020_400,1.677424547468205,1.674271673567728,1.355249575737848,2040,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,CD-LINKS_NPi2020_400,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2039,2040,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,2245.893263550655,,,,,,,,,,1110.413301761464,,,,,,,,,,256.1619541027312,,,,,,,,,,2786.460578589326,,,,,,,,,,-621.3336928629417,,,,,,,,,,-240.9754523706674,,,,,,,,,,5.866666666666667,,,,,,,,,,237.6,,,,,,,,,,-329.2666666666667,
C1,C1: 1.5°C with no or low OS,0.5966666666666667,0.075,0.001666666666666667,0.0,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.556748460650228,1.5564714823738408,1.227093176715665,2040,IMAGE_3_0_1,IMAGE_3_0_1CD-LINKS_NPi2020_400,1.677424547468205,1.674271673567728,1.355249575737848,2040,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,CD-LINKS_NPi2020_400,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2039,2040,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,36891.4341289594,,,,,,,,,,24058.73315165368,,,,,,,,,,7931.799049612179,,,,,,,,,,-2876.505110868306,,,,,,,,,,-6347.557735305879,,,,,,,,,,-9015.17754626347,,,,,,,,,,-10013.66666666667,,,,,,,,,,-10003.03333333334,,,,,,,,,,-10090.3,
C7,C7: above 3.0°C,1.0,1.0,0.9783333333333334,0.8333333333333334,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.641554527788074,3.641554527788074,3.641554527788074,2100,IMAGE_3_0_1,IMAGE_3_0_1CD-LINKS_NoPolicy,3.9553433001341562,3.9553433001341562,3.9553433001341562,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,CD-LINKS_NoPolicy,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3388.844695751774,,,,,,,,,,4038.396146715109,,,,,,,,,,4169.691989609956,,,,,,,,,,2842.019364437651,,,,,,,,,,295.290759543974,,,,,,,,,,-87.0089672007016,,,,,,,,,,207.5333333333333,,,,,,,,,,-453.2000000000002,,,,,,,,,,-697.4000000000003,
C7,C7: above 3.0°C,1.0,1.0,0.9783333333333334,0.8333333333333334,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),3.641554527788074,3.641554527788074,3.641554527788074,2100,IMAGE_3_0_1,IMAGE_3_0_1CD-LINKS_NoPolicy,3.9553433001341562,3.9553433001341562,3.9553433001341562,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,CD-LINKS_NoPolicy,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38995.10635028785,,,,,,,,,,43801.44058676167,,,,,,,,,,47359.82101550872,,,,,,,,,,51532.32996626472,,,,,,,,,,56703.50259478421,,,,,,,,,,60391.19484823362,,,,,,,,,,63844.36666666668,,,,,,,,,,68143.90000000001,,,,,,,,,,73150.0,
C3,C3: likely 2°C,0.82,0.3083333333333333,0.09333333333333334,0.015,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.818519180944452,1.808053383324069,1.7381037447655592,2070,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0EMF33_Med2C_nofuel,1.9804076824379366,1.9651490065815718,1.9172331665832019,2083,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_nofuel,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2070,2071,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3246.763357294579,,,,,,,,,,-807.1614032623403,,,,,,,,,,-1540.294188353128,,,,,,,,,,-1692.32743396893,,,,,,,,,,-3176.909224868956,,,,,,,,,,-3832.691295951892,,,,,,,,,,-4382.766666666666,,,,,,,,,,-4688.933333333333,,,,,,,,,,-4458.3,
C3,C3: likely 2°C,0.82,0.3083333333333333,0.09333333333333334,0.015,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.818519180944452,1.808053383324069,1.7381037447655592,2070,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0EMF33_Med2C_nofuel,1.9804076824379366,1.9651490065815718,1.9172331665832019,2083,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_nofuel,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2070,2071,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,34762.3454510959,,,,,,,,,,32296.94631792733,,,,,,,,,,29164.05479175544,,,,,,,,,,20302.01805731277,,,,,,,,,,13111.92067914935,,,,,,,,,,7922.039565543882,,,,,,,,,,3999.6,,,,,,,,,,1234.933333333333,,,,,,,,,,-1185.066666666667,
C3,C3: likely 2°C,0.725,0.2366666666666666,0.07333333333333332,0.01,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.7162757099919408,1.6900057014926317,1.6676123466351083,2093,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0EMF33_Med2C_none,1.864466049946249,1.86282486207881,1.8469858371583998,2094,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_none,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2084,2094,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,3246.763357294579,,,,,,,,,,-978.0440098872464,,,,,,,,,,-1717.713751895097,,,,,,,,,,-1914.903428809153,,,,,,,,,,-3541.392375406666,,,,,,,,,,-4436.383142455526,,,,,,,,,,-5396.966666666667,,,,,,,,,,-6021.400000000002,,,,,,,,,,-6140.566666666668,
C3,C3: likely 2°C,0.725,0.2366666666666666,0.07333333333333332,0.01,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.7162757099919408,1.6900057014926317,1.6676123466351083,2093,MESSAGE-GLOBIOM_1_0,MESSAGE-GLOBIOM_1_0EMF33_Med2C_none,1.864466049946249,1.86282486207881,1.8469858371583998,2094,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_none,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2084,2094,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,34762.3454510959,,,,,,,,,,26775.84911954896,,,,,,,,,,19587.85837819926,,,,,,,,,,15232.94497769011,,,,,,,,,,12125.91011974546,,,,,,,,,,10517.82945329494,,,,,,,,,,9718.500000000002,,,,,,,,,,8732.533333333335,,,,,,,,,,8327.733333333334,
C4,C4: below 2°C,0.8633333333333333,0.3666666666666665,0.11,0.01666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.879310214821886,1.8747359264706418,1.8655951837633729,2094,IMAGE_3_0_2,IMAGE_3_0_2EMF33_Med2C_nofuel,2.0434360786871992,2.039815366828762,2.039815366828762,2095,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_nofuel,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2094,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,5070.193040199781,,,,,,,,,,6346.282260052619,,,,,,,,,,6229.619506389377,,,,,,,,,,3972.964465325649,,,,,,,,,,1676.6923837775,,,,,,,,,,1622.735141372755,,,,,,,,,,2129.6,,,,,,,,,,1502.966666666667,,,,,,,,,,1242.266666666667,
C4,C4: below 2°C,0.8633333333333333,0.3666666666666665,0.11,0.01666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.879310214821886,1.8747359264706418,1.8655951837633729,2094,IMAGE_3_0_2,IMAGE_3_0_2EMF33_Med2C_nofuel,2.0434360786871992,2.039815366828762,2.039815366828762,2095,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_nofuel,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2094,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,34956.83659675541,,,,,,,,,,32132.41762141568,,,,,,,,,,23357.72484664612,,,,,,,,,,15893.72895486415,,,,,,,,,,13637.42574823946,,,,,,,,,,10467.55758241256,,,,,,,,,,6781.133333333332,,,,,,,,,,3188.533333333334,,,,,,,,,,649.3666666666667,
C4,C4: below 2°C,0.8383333333333334,0.3566666666666667,0.11,0.01666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.8649333334981766,1.85827509775473,1.85827509775473,2100,IMAGE_3_0_2,IMAGE_3_0_2EMF33_Med2C_none,2.0346090755436252,2.033843705116549,2.033843705116549,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_none,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2100,2100,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,5072.08325756285,,,,,,,,,,6352.755086061137,,,,,,,,,,5993.060088333415,,,,,,,,,,4027.159845386285,,,,,,,,,,1572.554340766725,,,,,,,,,,1888.77490528272,,,,,,,,,,1379.4,,,,,,,,,,1092.666666666667,,,,,,,,,,819.8666666666667,
C4,C4: below 2°C,0.8383333333333334,0.3566666666666667,0.11,0.01666666666666667,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),1.8649333334981766,1.85827509775473,1.85827509775473,2100,IMAGE_3_0_2,IMAGE_3_0_2EMF33_Med2C_none,2.0346090755436252,2.033843705116549,2.033843705116549,2100,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,EMF33_Med2C_none,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2100,2100,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,34892.37456931143,,,,,,,,,,30113.16833939541,,,,,,,,,,21313.1699492709,,,,,,,,,,14222.65846308975,,,,,,,,,,11906.30702308865,,,,,,,,,,10358.57403750699,,,,,,,,,,8162.733333333334,,,,,,,,,,6263.400000000002,,,,,,,,,,5337.566666666668,
C5,C5: below 2.5°C,0.9483333333333334,0.515,0.1533333333333333,0.03,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),2.027039599843132,2.02564353836277,1.98824754053678,2093,GCAM_4_2,GCAM_4_2SSP4-34,2.18506943498608,2.180843678653074,2.156299708207921,2094,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP4-34,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|AFOLU,2093,2094,,,,,,,,,,,,,,,,3243.438262,,,,,,,,,,1661.501062135805,,,,,,,,,,-578.3470038611878,,,,,,,,,,-820.9807893487011,,,,,,,,,,-542.635503500209,,,,,,,,,,1962.897273797044,,,,,,,,,,5115.984046763885,,,,,,,,,,5856.033333333334,,,,,,,,,,3685.366666666667,,,,,,,,,,1477.3,
C5,C5: below 2.5°C,0.9483333333333334,0.515,0.1533333333333333,0.03,openscm_runner (version: 0.5.0),False,aneris (version: 0.2.0+11.g0beff33),silicone (version: 1.0.2),2.027039599843132,2.02564353836277,1.98824754053678,2093,GCAM_4_2,GCAM_4_2SSP4-34,2.18506943498608,2.180843678653074,2.156299708207921,2094,True,climate-assessment (version: 0.1.2-sod+154.g201cf4a),World,SSP4-34,Mt CO2/yr,SR15 climate diagnostics|Infilled|Emissions|CO2|Energy and Industrial Processes,2093,2094,,,,,,,,,,,,,,,,32890.3978,,,,,,,,,,38877.23292867603,,,,,,,,,,36204.04276864645,,,,,,,,,,29289.83960465385,,,,,,,,,,20570.66827272668,,,,,,,,,,12759.01336161224,,,,,,,,,,5011.775273806027,,,,,,,,,,-3082.566666666667,,,,,,,,,,-10817.4,,,,,,,,,,-17439.4,
